subject,epoch,patch
shhs1-200032,163,12
shhs1-200032,163,13
shhs1-200032,163,14
shhs1-200032,164,0
shhs1-200032,164,1
shhs1-200032,164,2
shhs1-200032,164,3
shhs1-200032,164,4
shhs1-200032,164,5
shhs1-200032,164,6
shhs1-200032,164,7
shhs1-200032,164,8
shhs1-200032,164,9
shhs1-200032,164,10
shhs1-200032,164,11
shhs1-200032,164,12
shhs1-200032,164,13
shhs1-200032,164,14
shhs1-200032,165,0
shhs1-200032,165,1
shhs1-200032,165,2
shhs1-200032,165,3
shhs1-200032,165,4
shhs1-200032,165,5
shhs1-200032,165,6
shhs1-200032,165,7
shhs1-200032,165,8
shhs1-200032,165,9
shhs1-200032,165,10
shhs1-200032,165,11
shhs1-200032,165,12
shhs1-200032,165,13
shhs1-200032,165,14
shhs1-200032,166,0
shhs1-200032,166,1
shhs1-200032,166,2
shhs1-200032,166,3
shhs1-200032,166,4
shhs1-200032,166,5
shhs1-200032,166,6
shhs1-200032,166,7
shhs1-200032,166,8
shhs1-200032,166,9
shhs1-200032,166,10
shhs1-200032,166,11
shhs1-200032,166,12
shhs1-200032,166,13
shhs1-200032,166,14
shhs1-200032,167,0
shhs1-200032,167,1
shhs1-200032,167,2
shhs1-200032,167,3
shhs1-200032,167,4
shhs1-200032,167,5
shhs1-200032,167,6
shhs1-200032,167,7
shhs1-200032,167,8
shhs1-200032,167,9
shhs1-200032,167,10
shhs1-200032,167,11
shhs1-200032,167,12
shhs1-200032,167,13
shhs1-200032,167,14
shhs1-200032,168,0
shhs1-200032,168,1
shhs1-200032,168,2
shhs1-200032,168,3
shhs1-200032,168,4
shhs1-200032,168,5
shhs1-200032,168,6
shhs1-200032,168,7
shhs1-200032,168,8
shhs1-200032,168,9
shhs1-200032,168,10
shhs1-200032,168,11
shhs1-200032,168,12
shhs1-200032,168,13
shhs1-200032,168,14
shhs1-200032,169,0
shhs1-200032,169,1
shhs1-200032,169,2
shhs1-200032,169,3
shhs1-200032,169,4
shhs1-200032,169,5
shhs1-200032,169,6
shhs1-200032,169,7
shhs1-200032,169,8
shhs1-200032,169,9
shhs1-200032,169,10
shhs1-200032,169,11
shhs1-200032,169,12
shhs1-200032,169,13
shhs1-200032,169,14
shhs1-200032,170,0
shhs1-200032,170,1
shhs1-200032,170,2
shhs1-200032,170,3
shhs1-200032,170,4
shhs1-200032,170,5
shhs1-200032,170,6
shhs1-200032,170,7
shhs1-200032,170,8
shhs1-200032,170,9
shhs1-200032,170,10
shhs1-200032,170,11
shhs1-200032,170,12
shhs1-200032,170,13
shhs1-200032,170,14
shhs1-200032,171,0
shhs1-200032,171,1
shhs1-200032,171,2
shhs1-200032,171,3
shhs1-200032,171,4
shhs1-200032,171,5
shhs1-200032,171,6
shhs1-200032,171,7
shhs1-200032,171,8
shhs1-200032,171,9
shhs1-200032,171,10
shhs1-200032,171,11
shhs1-200032,171,12
shhs1-200032,171,13
shhs1-200032,171,14
shhs1-200032,172,0
shhs1-200032,172,1
shhs1-200032,172,2
shhs1-200032,172,3
shhs1-200032,172,4
shhs1-200032,172,5
shhs1-200032,172,6
shhs1-200032,172,7
shhs1-200032,172,8
shhs1-200032,172,9
shhs1-200032,172,10
shhs1-200032,172,11
shhs1-200032,172,12
shhs1-200032,172,13
shhs1-200032,172,14
shhs1-200032,429,0
shhs1-200032,429,1
shhs1-200032,429,2
shhs1-200032,429,3
shhs1-200032,429,4
shhs1-200032,429,5
shhs1-200032,429,6
shhs1-200032,429,7
shhs1-200032,429,8
shhs1-200032,429,9
shhs1-200032,429,10
shhs1-200032,429,11
shhs1-200032,429,12
shhs1-200032,429,13
shhs1-200032,429,14
shhs1-200032,430,0
shhs1-200032,430,1
shhs1-200032,430,2
shhs1-200032,430,3
shhs1-200032,430,4
shhs1-200032,430,5
shhs1-200032,430,6
shhs1-200032,430,7
shhs1-200032,430,8
shhs1-200032,430,9
shhs1-200032,430,10
shhs1-200032,430,11
shhs1-200032,430,12
shhs1-200032,430,13
shhs1-200032,430,14
shhs1-200032,431,0
shhs1-200032,431,1
shhs1-200032,431,2
shhs1-200032,431,3
shhs1-200032,431,4
shhs1-200032,431,5
shhs1-200032,431,6
shhs1-200032,431,7
shhs1-200032,431,8
shhs1-200032,431,9
shhs1-200032,431,10
shhs1-200032,431,11
shhs1-200032,431,12
shhs1-200032,431,13
shhs1-200032,431,14
shhs1-200032,432,0
shhs1-200032,432,1
shhs1-200032,432,2
shhs1-200032,432,3
shhs1-200032,432,4
shhs1-200032,432,5
shhs1-200032,432,6
shhs1-200032,432,7
shhs1-200032,432,8
shhs1-200032,432,9
shhs1-200032,432,10
shhs1-200032,432,11
shhs1-200032,432,12
shhs1-200032,432,13
shhs1-200032,432,14
shhs1-200032,433,0
shhs1-200032,433,1
shhs1-200032,433,2
shhs1-200032,433,3
shhs1-200032,433,4
shhs1-200032,433,5
shhs1-200032,433,6
shhs1-200032,433,7
shhs1-200032,433,8
shhs1-200032,433,9
shhs1-200032,433,10
shhs1-200032,433,11
shhs1-200032,433,12
shhs1-200032,433,13
shhs1-200032,433,14
shhs1-200032,434,0
shhs1-200032,434,1
shhs1-200032,434,2
shhs1-200032,434,3
shhs1-200032,434,4
shhs1-200032,434,5
shhs1-200032,434,6
shhs1-200032,434,7
shhs1-200032,434,8
shhs1-200032,434,9
shhs1-200032,434,10
shhs1-200032,434,11
shhs1-200032,434,12
shhs1-200032,434,13
shhs1-200032,434,14
shhs1-200032,435,0
shhs1-200032,435,1
shhs1-200032,435,2
shhs1-200032,435,3
shhs1-200032,435,4
shhs1-200032,435,5
shhs1-200032,435,6
shhs1-200032,435,7
shhs1-200032,435,8
shhs1-200032,435,9
shhs1-200032,435,10
shhs1-200032,435,11
shhs1-200032,435,12
shhs1-200032,435,13
shhs1-200032,435,14
shhs1-200032,436,0
shhs1-200032,436,1
shhs1-200032,436,2
shhs1-200032,436,3
shhs1-200032,436,4
shhs1-200032,436,5
shhs1-200032,436,6
shhs1-200032,436,7
shhs1-200032,436,8
shhs1-200032,436,9
shhs1-200032,436,10
shhs1-200032,436,11
shhs1-200032,436,12
shhs1-200032,436,13
shhs1-200032,436,14
shhs1-200032,437,0
shhs1-200032,437,1
shhs1-200032,437,2
shhs1-200032,437,3
shhs1-200032,437,4
shhs1-200032,437,5
shhs1-200032,437,6
shhs1-200032,437,7
shhs1-200032,437,8
shhs1-200032,437,9
shhs1-200032,437,10
shhs1-200032,437,11
shhs1-200032,437,12
shhs1-200032,437,13
shhs1-200032,437,14
shhs1-200032,438,0
shhs1-200032,438,1
shhs1-200032,438,2
shhs1-200032,438,3
shhs1-200032,438,4
shhs1-200032,438,5
shhs1-200032,438,6
shhs1-200032,438,7
shhs1-200032,438,8
shhs1-200032,438,9
shhs1-200032,438,10
shhs1-200032,438,11
shhs1-200032,438,12
shhs1-200032,438,13
shhs1-200032,438,14
shhs1-200032,439,0
shhs1-200032,439,1
shhs1-200032,439,2
shhs1-200032,439,3
shhs1-200032,439,4
shhs1-200032,439,5
shhs1-200032,439,6
shhs1-200032,439,7
shhs1-200032,439,8
shhs1-200032,439,9
shhs1-200032,439,10
shhs1-200032,439,11
shhs1-200032,439,12
shhs1-200032,439,13
shhs1-200032,439,14
shhs1-200032,440,0
shhs1-200032,440,1
shhs1-200032,440,2
shhs1-200032,440,3
shhs1-200032,440,4
shhs1-200032,440,5
shhs1-200032,440,6
shhs1-200032,440,7
shhs1-200032,440,8
shhs1-200032,440,9
shhs1-200032,440,10
shhs1-200032,440,11
shhs1-200032,440,12
shhs1-200032,440,13
shhs1-200032,440,14
shhs1-200032,441,0
shhs1-200032,441,1
shhs1-200032,441,2
shhs1-200032,441,3
shhs1-200032,441,4
shhs1-200032,441,5
shhs1-200032,441,6
shhs1-200032,441,7
shhs1-200032,441,8
shhs1-200032,441,9
shhs1-200032,441,10
shhs1-200032,441,11
shhs1-200032,441,12
shhs1-200032,441,13
shhs1-200032,441,14
shhs1-200032,442,0
shhs1-200032,442,1
shhs1-200032,442,2
shhs1-200032,442,3
shhs1-200032,442,4
shhs1-200032,442,5
shhs1-200032,442,6
shhs1-200032,442,7
shhs1-200032,442,8
shhs1-200032,442,9
shhs1-200032,442,10
shhs1-200032,442,11
shhs1-200032,442,12
shhs1-200032,442,13
shhs1-200032,442,14
shhs1-200032,443,0
shhs1-200032,443,1
shhs1-200032,443,2
shhs1-200032,443,3
shhs1-200032,443,4
shhs1-200032,443,5
shhs1-200032,443,6
shhs1-200032,443,7
shhs1-200032,443,8
shhs1-200032,443,9
shhs1-200032,443,10
shhs1-200032,443,11
shhs1-200032,443,12
shhs1-200032,443,13
shhs1-200032,443,14
shhs1-200032,444,0
shhs1-200032,444,1
shhs1-200032,444,2
shhs1-200032,444,3
shhs1-200032,444,4
shhs1-200032,444,5
shhs1-200032,444,6
shhs1-200032,444,7
shhs1-200032,444,8
shhs1-200032,444,9
shhs1-200032,444,10
shhs1-200032,444,11
shhs1-200032,444,12
shhs1-200032,444,13
shhs1-200032,444,14
shhs1-200032,445,0
shhs1-200032,445,1
shhs1-200032,445,2
shhs1-200032,445,3
shhs1-200032,445,4
shhs1-200032,445,5
shhs1-200032,445,6
shhs1-200032,445,7
shhs1-200032,445,8
shhs1-200032,445,9
shhs1-200032,445,10
shhs1-200032,445,11
shhs1-200032,445,12
shhs1-200032,445,13
shhs1-200032,445,14
shhs1-200032,446,0
shhs1-200032,446,1
shhs1-200032,446,2
shhs1-200032,446,3
shhs1-200032,446,4
shhs1-200032,446,5
shhs1-200032,446,6
shhs1-200032,446,7
shhs1-200032,446,8
shhs1-200032,446,9
shhs1-200032,446,10
shhs1-200032,446,11
shhs1-200032,446,12
shhs1-200032,446,13
shhs1-200032,446,14
shhs1-200032,447,0
shhs1-200032,447,1
shhs1-200032,447,2
shhs1-200032,447,3
shhs1-200032,447,4
shhs1-200032,447,5
shhs1-200032,447,6
shhs1-200032,447,7
shhs1-200032,447,8
shhs1-200032,447,9
shhs1-200032,447,10
shhs1-200032,447,11
shhs1-200032,447,12
shhs1-200032,447,13
shhs1-200032,447,14
shhs1-200032,448,0
shhs1-200032,448,1
shhs1-200032,448,2
shhs1-200032,448,3
shhs1-200032,448,4
shhs1-200032,448,5
shhs1-200032,448,6
shhs1-200032,448,7
shhs1-200032,448,8
shhs1-200032,448,9
shhs1-200032,448,10
shhs1-200032,448,11
shhs1-200032,448,12
shhs1-200032,448,13
shhs1-200032,448,14
shhs1-200032,449,0
shhs1-200032,449,1
shhs1-200032,449,2
shhs1-200032,449,3
shhs1-200032,449,4
shhs1-200032,449,5
shhs1-200032,449,6
shhs1-200032,449,7
shhs1-200032,449,8
shhs1-200032,449,9
shhs1-200032,449,10
shhs1-200032,449,11
shhs1-200032,449,12
shhs1-200032,449,13
shhs1-200032,449,14
shhs1-200032,450,0
shhs1-200032,450,1
shhs1-200032,450,2
shhs1-200032,450,3
shhs1-200032,450,4
shhs1-200032,450,5
shhs1-200032,450,6
shhs1-200032,450,7
shhs1-200032,450,8
shhs1-200032,450,9
shhs1-200032,450,10
shhs1-200032,450,11
shhs1-200032,450,12
shhs1-200032,450,13
shhs1-200032,450,14
shhs1-200032,635,0
shhs1-200032,635,1
shhs1-200032,635,2
shhs1-200032,635,3
shhs1-200032,635,4
shhs1-200032,635,5
shhs1-200032,635,6
shhs1-200032,635,7
shhs1-200032,635,8
shhs1-200032,635,9
shhs1-200032,635,10
shhs1-200032,635,11
shhs1-200032,635,12
shhs1-200032,635,13
shhs1-200032,635,14
shhs1-200032,636,0
shhs1-200032,636,1
shhs1-200032,636,2
shhs1-200032,636,3
shhs1-200032,636,4
shhs1-200032,636,5
shhs1-200032,636,6
shhs1-200032,636,7
shhs1-200032,636,8
shhs1-200032,636,9
shhs1-200032,636,10
shhs1-200032,636,11
shhs1-200032,636,12
shhs1-200032,636,13
shhs1-200032,636,14
shhs1-200032,637,0
shhs1-200032,637,1
shhs1-200032,637,2
shhs1-200032,637,3
shhs1-200032,637,4
shhs1-200032,637,5
shhs1-200032,637,6
shhs1-200032,637,7
shhs1-200032,637,8
shhs1-200032,637,9
shhs1-200032,637,10
shhs1-200032,637,11
shhs1-200032,637,12
shhs1-200032,637,13
shhs1-200032,637,14
shhs1-200032,638,0
shhs1-200032,638,1
shhs1-200032,638,2
shhs1-200032,638,3
shhs1-200032,638,4
shhs1-200032,638,5
shhs1-200032,638,6
shhs1-200032,638,7
shhs1-200032,638,8
shhs1-200032,638,9
shhs1-200032,638,10
shhs1-200032,638,11
shhs1-200032,638,12
shhs1-200032,638,13
shhs1-200032,638,14
shhs1-200032,639,0
shhs1-200032,639,1
shhs1-200032,639,2
shhs1-200032,639,3
shhs1-200032,639,4
shhs1-200032,639,5
shhs1-200032,639,6
shhs1-200032,639,7
shhs1-200032,639,8
shhs1-200032,639,9
shhs1-200032,639,10
shhs1-200032,639,11
shhs1-200032,639,12
shhs1-200032,639,13
shhs1-200032,639,14
shhs1-200032,640,0
shhs1-200032,640,1
shhs1-200032,640,2
shhs1-200032,640,3
shhs1-200032,640,4
shhs1-200032,640,5
shhs1-200032,640,6
shhs1-200032,640,7
shhs1-200032,640,8
shhs1-200032,640,9
shhs1-200032,640,10
shhs1-200032,640,11
shhs1-200032,640,12
shhs1-200032,640,13
shhs1-200032,640,14
shhs1-200032,641,0
shhs1-200032,641,1
shhs1-200032,641,2
shhs1-200032,641,3
shhs1-200032,641,4
shhs1-200032,641,5
shhs1-200032,641,6
shhs1-200032,641,7
shhs1-200032,641,8
shhs1-200032,641,9
shhs1-200032,641,10
shhs1-200032,641,11
shhs1-200032,641,12
shhs1-200032,641,13
shhs1-200032,641,14
shhs1-200032,642,0
shhs1-200032,642,1
shhs1-200032,642,2
shhs1-200032,642,3
shhs1-200032,642,4
shhs1-200032,642,5
shhs1-200032,642,6
shhs1-200032,642,7
shhs1-200032,642,8
shhs1-200032,642,9
shhs1-200032,642,10
shhs1-200032,642,11
shhs1-200032,642,12
shhs1-200032,642,13
shhs1-200032,642,14
shhs1-200032,643,0
shhs1-200032,643,1
shhs1-200032,643,2
shhs1-200032,643,3
shhs1-200032,643,4
shhs1-200032,643,5
shhs1-200032,643,6
shhs1-200032,643,7
shhs1-200032,643,8
shhs1-200032,643,9
shhs1-200032,643,10
shhs1-200032,643,11
shhs1-200032,643,12
shhs1-200032,643,13
shhs1-200032,643,14
shhs1-200032,644,0
shhs1-200032,644,1
shhs1-200032,644,2
shhs1-200032,644,3
shhs1-200032,644,4
shhs1-200032,644,5
shhs1-200032,644,6
shhs1-200032,644,7
shhs1-200032,644,8
shhs1-200032,644,9
shhs1-200032,644,10
shhs1-200032,644,11
shhs1-200032,644,12
shhs1-200032,644,13
shhs1-200032,644,14
shhs1-200032,645,0
shhs1-200032,645,1
shhs1-200032,645,2
shhs1-200032,645,3
shhs1-200032,645,4
shhs1-200032,645,5
shhs1-200032,645,6
shhs1-200032,645,7
shhs1-200032,645,8
shhs1-200032,645,9
shhs1-200032,645,10
shhs1-200032,645,11
shhs1-200032,645,12
shhs1-200032,645,13
shhs1-200032,645,14
shhs1-200032,646,0
shhs1-200032,646,1
shhs1-200032,646,2
shhs1-200032,646,3
shhs1-200032,646,4
shhs1-200032,646,5
shhs1-200032,646,6
shhs1-200032,646,7
shhs1-200032,646,8
shhs1-200032,646,9
shhs1-200032,646,10
shhs1-200032,646,11
shhs1-200032,646,12
shhs1-200032,646,13
shhs1-200032,646,14
shhs1-200032,746,0
shhs1-200032,746,1
shhs1-200032,746,2
shhs1-200032,746,3
shhs1-200032,746,4
shhs1-200032,746,5
shhs1-200032,746,6
shhs1-200032,746,7
shhs1-200032,746,8
shhs1-200032,746,9
shhs1-200032,746,10
shhs1-200032,746,11
shhs1-200032,746,12
shhs1-200032,746,13
shhs1-200032,746,14
shhs1-200032,747,0
shhs1-200032,747,1
shhs1-200032,747,2
shhs1-200032,747,3
shhs1-200032,747,4
shhs1-200032,747,5
shhs1-200032,747,6
shhs1-200032,747,7
shhs1-200032,747,8
shhs1-200032,747,9
shhs1-200032,747,10
shhs1-200032,747,11
shhs1-200032,747,12
shhs1-200032,747,13
shhs1-200032,747,14
shhs1-200032,748,0
shhs1-200032,748,1
shhs1-200032,748,2
shhs1-200032,748,3
shhs1-200032,748,4
shhs1-200032,748,5
shhs1-200032,748,6
shhs1-200032,748,7
shhs1-200032,748,8
shhs1-200032,748,9
shhs1-200032,748,10
shhs1-200032,748,11
shhs1-200032,748,12
shhs1-200032,748,13
shhs1-200032,748,14
shhs1-200032,749,0
shhs1-200032,749,1
shhs1-200032,749,2
shhs1-200032,749,3
shhs1-200032,749,4
shhs1-200032,749,5
shhs1-200032,749,6
shhs1-200032,749,7
shhs1-200032,749,8
shhs1-200032,749,9
shhs1-200032,749,10
shhs1-200032,749,11
shhs1-200032,749,12
shhs1-200032,749,13
shhs1-200032,749,14
shhs1-200032,750,0
shhs1-200032,750,1
shhs1-200032,750,2
shhs1-200032,750,3
shhs1-200032,750,4
shhs1-200032,750,5
shhs1-200032,750,6
shhs1-200032,750,7
shhs1-200032,750,8
shhs1-200032,750,9
shhs1-200032,750,10
shhs1-200032,750,11
shhs1-200032,750,12
shhs1-200032,750,13
shhs1-200032,750,14
shhs1-200032,751,0
shhs1-200032,751,1
shhs1-200032,751,2
shhs1-200032,751,3
shhs1-200032,751,4
shhs1-200032,751,5
shhs1-200032,751,6
shhs1-200032,751,7
shhs1-200032,751,8
shhs1-200032,751,9
shhs1-200032,751,10
shhs1-200032,751,11
shhs1-200032,751,12
shhs1-200032,751,13
shhs1-200032,751,14
shhs1-200032,752,0
shhs1-200032,752,1
shhs1-200032,752,2
shhs1-200032,752,3
shhs1-200032,752,4
shhs1-200032,752,5
shhs1-200032,752,6
shhs1-200032,752,7
shhs1-200032,752,8
shhs1-200032,752,9
shhs1-200032,752,10
shhs1-200032,752,11
shhs1-200032,752,12
shhs1-200032,752,13
shhs1-200032,752,14
shhs1-200032,753,0
shhs1-200032,753,1
shhs1-200032,753,2
shhs1-200032,753,3
shhs1-200032,753,4
shhs1-200032,753,5
shhs1-200032,753,6
shhs1-200032,753,7
shhs1-200032,753,8
shhs1-200032,753,9
shhs1-200032,753,10
shhs1-200032,753,11
shhs1-200032,753,12
shhs1-200032,753,13
shhs1-200032,753,14
shhs1-200032,754,0
shhs1-200032,754,1
shhs1-200032,754,2
shhs1-200032,754,3
shhs1-200032,754,4
shhs1-200032,754,5
shhs1-200032,754,6
shhs1-200032,754,7
shhs1-200032,754,8
shhs1-200032,754,9
shhs1-200032,754,10
shhs1-200032,754,11
shhs1-200032,754,12
shhs1-200032,754,13
shhs1-200032,754,14
shhs1-200032,755,0
shhs1-200032,755,1
shhs1-200032,755,2
shhs1-200032,755,3
shhs1-200032,755,4
shhs1-200032,755,5
shhs1-200032,755,6
shhs1-200032,755,7
shhs1-200032,755,8
shhs1-200032,755,9
shhs1-200032,755,10
shhs1-200032,755,11
shhs1-200032,755,12
shhs1-200032,755,13
shhs1-200032,755,14
shhs1-200032,756,0
shhs1-200032,756,1
shhs1-200032,756,2
shhs1-200032,756,3
shhs1-200032,756,4
shhs1-200032,756,5
shhs1-200032,756,6
shhs1-200032,756,7
shhs1-200032,756,8
shhs1-200032,756,9
shhs1-200032,756,10
shhs1-200032,756,11
shhs1-200032,756,12
shhs1-200032,756,13
shhs1-200032,756,14
shhs1-200032,757,0
shhs1-200032,757,1
shhs1-200032,757,2
shhs1-200032,757,3
shhs1-200032,757,4
shhs1-200032,757,5
shhs1-200032,757,6
shhs1-200032,757,7
shhs1-200032,757,8
shhs1-200032,757,9
shhs1-200032,757,10
shhs1-200032,757,11
shhs1-200032,757,12
shhs1-200032,757,13
shhs1-200032,757,14
shhs1-200032,758,0
shhs1-200032,758,1
shhs1-200032,758,2
shhs1-200032,758,3
shhs1-200032,758,4
shhs1-200032,758,5
shhs1-200032,758,6
shhs1-200032,758,7
shhs1-200032,758,8
shhs1-200032,758,9
shhs1-200032,758,10
shhs1-200032,758,11
shhs1-200032,758,12
shhs1-200032,758,13
shhs1-200032,758,14
shhs1-200032,759,0
shhs1-200032,759,1
shhs1-200032,759,2
shhs1-200032,759,3
shhs1-200032,759,4
shhs1-200032,759,5
shhs1-200032,759,6
shhs1-200032,759,7
shhs1-200032,759,8
shhs1-200032,759,9
shhs1-200032,759,10
shhs1-200032,759,11
shhs1-200032,759,12
shhs1-200032,759,13
shhs1-200032,759,14
shhs1-200032,760,0
shhs1-200032,760,1
shhs1-200032,760,2
shhs1-200032,760,3
shhs1-200032,760,4
shhs1-200032,760,5
shhs1-200032,760,6
shhs1-200032,760,7
shhs1-200032,760,8
shhs1-200032,760,9
shhs1-200032,760,10
shhs1-200032,760,11
shhs1-200032,760,12
shhs1-200032,760,13
shhs1-200032,760,14
shhs1-200032,761,0
shhs1-200032,761,1
shhs1-200032,761,2
shhs1-200032,761,3
shhs1-200032,761,4
shhs1-200032,761,5
shhs1-200032,761,6
shhs1-200032,761,7
shhs1-200032,761,8
shhs1-200032,761,9
shhs1-200032,761,10
shhs1-200032,761,11
shhs1-200032,761,12
shhs1-200032,761,13
shhs1-200032,761,14
shhs1-200032,762,0
shhs1-200032,762,1
shhs1-200032,762,2
shhs1-200032,762,3
shhs1-200032,762,4
shhs1-200032,762,5
shhs1-200032,762,6
shhs1-200032,762,7
shhs1-200032,762,8
shhs1-200032,762,9
shhs1-200032,762,10
shhs1-200032,762,11
shhs1-200032,762,12
shhs1-200032,762,13
shhs1-200032,762,14
shhs1-200032,763,0
shhs1-200032,763,1
shhs1-200032,763,2
shhs1-200032,763,3
shhs1-200032,763,4
shhs1-200032,763,5
shhs1-200032,763,6
shhs1-200032,763,7
shhs1-200032,763,8
shhs1-200032,763,9
shhs1-200032,763,10
shhs1-200032,763,11
shhs1-200032,763,12
shhs1-200032,763,13
shhs1-200032,763,14
shhs1-200032,764,0
shhs1-200032,764,1
shhs1-200032,764,2
shhs1-200032,764,3
shhs1-200032,764,4
shhs1-200032,764,5
shhs1-200032,764,6
shhs1-200032,764,7
shhs1-200032,764,8
shhs1-200032,764,9
shhs1-200032,764,10
shhs1-200032,764,11
shhs1-200032,764,12
shhs1-200032,764,13
shhs1-200032,764,14
shhs1-200032,765,0
shhs1-200032,765,1
shhs1-200032,765,2
shhs1-200032,765,3
shhs1-200032,765,4
shhs1-200032,765,5
shhs1-200032,765,6
shhs1-200032,765,7
shhs1-200032,765,8
shhs1-200032,765,9
shhs1-200032,765,10
shhs1-200032,765,11
shhs1-200032,765,12
shhs1-200032,765,13
shhs1-200032,765,14
shhs1-200032,766,0
shhs1-200032,766,1
shhs1-200032,766,2
shhs1-200032,766,3
shhs1-200032,766,4
shhs1-200032,766,5
shhs1-200032,766,6
shhs1-200032,766,7
shhs1-200032,766,8
shhs1-200032,766,9
shhs1-200032,766,10
shhs1-200032,766,11
shhs1-200032,766,12
shhs1-200032,766,13
shhs1-200032,766,14
shhs1-200032,767,0
shhs1-200032,767,1
shhs1-200032,767,2
shhs1-200032,767,3
shhs1-200032,767,4
shhs1-200032,767,5
shhs1-200032,767,6
shhs1-200032,767,7
shhs1-200032,767,8
shhs1-200032,767,9
shhs1-200032,767,10
shhs1-200032,767,11
shhs1-200032,767,12
shhs1-200032,767,13
shhs1-200032,767,14
shhs1-200032,768,0
shhs1-200032,768,1
shhs1-200032,768,2
shhs1-200032,768,3
shhs1-200032,768,4
shhs1-200032,768,5
shhs1-200032,768,6
shhs1-200032,768,7
shhs1-200032,768,8
shhs1-200032,768,9
shhs1-200032,768,10
shhs1-200032,768,11
shhs1-200032,768,12
shhs1-200032,768,13
shhs1-200032,768,14
shhs1-200032,769,0
shhs1-200032,769,1
shhs1-200032,769,2
shhs1-200032,769,3
shhs1-200032,769,4
shhs1-200032,769,5
shhs1-200032,769,6
shhs1-200032,769,7
shhs1-200032,769,8
shhs1-200032,769,9
shhs1-200032,769,10
shhs1-200032,769,11
shhs1-200032,769,12
shhs1-200032,769,13
shhs1-200032,769,14
shhs1-200032,770,0
shhs1-200032,770,1
shhs1-200032,770,2
shhs1-200032,770,3
shhs1-200032,770,4
shhs1-200032,770,5
shhs1-200032,770,6
shhs1-200032,770,7
shhs1-200032,770,8
shhs1-200032,770,9
shhs1-200032,770,10
shhs1-200032,770,11
shhs1-200032,770,12
shhs1-200032,770,13
shhs1-200032,770,14
shhs1-200032,771,0
shhs1-200032,771,1
shhs1-200032,771,2
shhs1-200032,771,3
shhs1-200032,771,4
shhs1-200032,771,5
shhs1-200032,771,6
shhs1-200032,771,7
shhs1-200032,771,8
shhs1-200032,771,9
shhs1-200032,771,10
shhs1-200032,771,11
shhs1-200032,771,12
shhs1-200032,771,13
shhs1-200032,771,14
shhs1-200032,772,0
shhs1-200032,772,1
shhs1-200032,772,2
shhs1-200032,772,3
shhs1-200032,772,4
shhs1-200032,772,5
shhs1-200032,772,6
shhs1-200032,772,7
shhs1-200032,772,8
shhs1-200032,772,9
shhs1-200032,772,10
shhs1-200032,772,11
shhs1-200032,772,12
shhs1-200032,772,13
shhs1-200032,772,14
shhs1-200032,773,0
shhs1-200032,773,1
shhs1-200032,773,2
shhs1-200032,773,3
shhs1-200032,773,4
shhs1-200032,773,5
shhs1-200032,773,6
shhs1-200032,773,7
shhs1-200032,773,8
shhs1-200032,773,9
shhs1-200032,773,10
shhs1-200032,773,11
shhs1-200032,773,12
shhs1-200032,773,13
shhs1-200032,773,14
shhs1-200032,774,0
shhs1-200032,774,1
shhs1-200032,774,2
shhs1-200032,774,3
shhs1-200032,774,4
shhs1-200032,774,5
shhs1-200032,774,6
shhs1-200032,774,7
shhs1-200032,774,8
shhs1-200032,774,9
shhs1-200032,774,10
shhs1-200032,774,11
shhs1-200032,774,12
shhs1-200032,774,13
shhs1-200032,774,14
shhs1-200032,775,0
shhs1-200032,775,1
shhs1-200032,775,2
shhs1-200032,775,3
shhs1-200032,775,4
shhs1-200032,775,5
shhs1-200032,775,6
shhs1-200032,775,7
shhs1-200032,775,8
shhs1-200032,775,9
shhs1-200032,775,10
shhs1-200032,775,11
shhs1-200032,775,12
shhs1-200032,775,13
shhs1-200032,775,14
shhs1-200032,776,0
shhs1-200032,776,1
shhs1-200032,776,2
shhs1-200032,776,3
shhs1-200032,776,4
shhs1-200032,776,5
shhs1-200032,776,6
shhs1-200032,776,7
shhs1-200032,776,8
shhs1-200032,776,9
shhs1-200032,776,10
shhs1-200032,776,11
shhs1-200032,776,12
shhs1-200032,776,13
shhs1-200032,776,14
shhs1-200032,777,0
shhs1-200032,777,1
shhs1-200032,777,2
shhs1-200032,777,3
shhs1-200032,777,4
shhs1-200032,777,5
shhs1-200032,777,6
shhs1-200032,777,7
shhs1-200032,777,8
shhs1-200032,777,9
shhs1-200032,777,10
shhs1-200032,777,11
shhs1-200032,777,12
shhs1-200032,777,13
shhs1-200032,777,14
shhs1-200032,778,0
shhs1-200032,778,1
shhs1-200032,778,2
shhs1-200032,778,3
shhs1-200032,778,4
shhs1-200032,778,5
shhs1-200032,778,6
shhs1-200032,778,7
shhs1-200032,778,8
shhs1-200032,778,9
shhs1-200032,778,10
shhs1-200032,778,11
shhs1-200032,778,12
shhs1-200032,778,13
shhs1-200032,778,14
shhs1-200032,779,0
shhs1-200032,779,1
shhs1-200032,779,2
shhs1-200032,779,3
shhs1-200032,779,4
shhs1-200032,779,5
shhs1-200032,779,6
shhs1-200032,779,7
shhs1-200032,779,8
shhs1-200032,779,9
shhs1-200032,779,10
shhs1-200032,779,11
shhs1-200032,779,12
shhs1-200032,779,13
shhs1-200032,779,14
shhs1-200032,780,0
shhs1-200032,780,1
shhs1-200032,780,2
shhs1-200032,780,3
shhs1-200032,780,4
shhs1-200032,780,5
shhs1-200032,780,6
